sale_id,sale_date,product_id,product_name,category,customer_id,customer_name,salesperson_id,quantity,unit_price,discount,total_amount,payment_method,shipping_mode,region,sale_date_only,sale_year,sale_month,sale_day
SALE100143,2025-12-13 03:17:03.030096,P001,Laptop Pro,Electronics,CUST0028,Deborah Carter,SP002,1,1291.26,0.0,1291.26,Credit Card,Standard,South,2025-12-13,2025,12,13
SALE100144,2025-12-26 03:17:03.030096,P005,Mechanical Keyboard,Accessories,CUST0021,Barbara Scott,SP001,3,117.38,0.0,352.14,PayPal,Express,North,2025-12-26,2025,12,26
SALE100145,2025-11-26 03:17:03.030096,P003,Gaming Chair,Furniture,CUST0083,Barbara Hill,SP004,1,264.6,0.0,264.6,Cash,Next Day,West,2025-11-26,2025,11,26
SALE100146,2025-06-06 02:17:03.030096,P005,Mechanical Keyboard,Accessories,CUST0066,Kimberly Bell,SP003,1,135.23,0.0,135.23,Cash,Next Day,East,2025-06-06,2025,6,6
SALE100147,2025-11-14 22:17:03.030096,P005,Mechanical Keyboard,Accessories,CUST0052,Dorothy Rogers,SP001,5,136.64,117.94,565.26,Cash,Express,North,2025-11-14,2025,11,14
SALE100148,2025-12-03 14:17:03.030096,P003,Gaming Chair,Furniture,CUST0017,Nancy Lopez,SP001,1,285.07,17.54,267.53,Bank Transfer,Standard,North,2025-12-03,2025,12,3
SALE100149,2025-10-29 03:17:03.030096,P006,Webcam HD,Electronics,CUST0100,Amy Torres,SP004,1,77.92,0.0,77.92,Credit Card,Next Day,West,2025-10-29,2025,10,29
SALE100150,2025-07-31 16:17:03.030096,P002,Wireless Mouse,Accessories,CUST0036,Jeffrey Watson,SP004,1,42.58,0.0,42.58,Credit Card,Standard,West,2025-07-31,2025,7,31
SALE100151,2025-09-25 06:17:03.030096,P002,Wireless Mouse,Accessories,CUST0014,Kathleen Peterson,SP004,1,47.62,0.0,47.62,PayPal,Next Day,West,2025-09-25,2025,9,25
SALE100152,2025-06-23 19:17:03.030096,P005,Mechanical Keyboard,Accessories,CUST0065,Carol Young,SP002,3,144.59,93.71,340.06,Credit Card,Standard,South,2025-06-23,2025,6,23
SALE100153,2025-10-14 16:17:03.030096,P005,Mechanical Keyboard,Accessories,CUST0032,Donna Davis,SP001,1,128.76,0.0,128.76,Credit Card,Next Day,North,2025-10-14,2025,10,14
SALE100154,2025-03-04 12:17:03.030096,P008,USB-C Hub,Accessories,CUST0001,Sandra Carter,SP001,1,32.15,2.22,29.93,Bank Transfer,Express,North,2025-03-04,2025,3,4
SALE100155,2025-04-12 00:17:03.030096,P002,Wireless Mouse,Accessories,CUST0061,Barbara Sanchez,SP004,2,39.8,0.0,79.6,Credit Card,Next Day,West,2025-04-12,2025,4,12
SALE100156,2025-06-17 11:17:03.030096,P007,Desk Lamp,Furniture,CUST0094,Andrew Sanders,SP002,2,41.03,0.0,82.06,Cash,Next Day,South,2025-06-17,2025,6,17
SALE100157,2025-12-02 16:17:03.030096,P003,Gaming Chair,Furniture,CUST0045,Sarah Williams,SP003,1,300.65,0.0,300.65,Credit Card,Express,East,2025-12-02,2025,12,2
SALE100158,2025-02-19 06:17:03.030096,P002,Wireless Mouse,Accessories,CUST0075,Jeffrey Wood,SP001,2,49.2,0.0,98.4,Bank Transfer,Next Day,North,2025-02-19,2025,2,19
SALE100159,2025-08-04 02:17:03.030096,P002,Wireless Mouse,Accessories,CUST0053,Eric Jones,SP001,3,42.45,0.0,127.35,Cash,Express,North,2025-08-04,2025,8,4
SALE100160,2025-11-27 09:17:03.030096,P004,"Monitor 27""",Electronics,CUST0059,Jason Lee,SP004,4,340.65,0.0,1362.6,Credit Card,Next Day,West,2025-11-27,2025,11,27
SALE100161,2025-12-29 08:17:03.030096,P006,Webcam HD,Electronics,CUST0084,Mark Wilson,SP001,1,82.4,0.0,82.4,PayPal,Next Day,North,2025-12-29,2025,12,29
SALE100162,2025-11-08 12:17:03.030096,P005,Mechanical Keyboard,Accessories,CUST0083,Barbara Hill,SP004,3,114.52,0.0,343.56,Cash,Standard,West,2025-11-08,2025,11,8
SALE100163,2025-12-05 09:17:03.030096,P007,Desk Lamp,Furniture,CUST0099,Brenda Allen,SP003,5,34.38,0.0,171.9,Bank Transfer,Standard,East,2025-12-05,2025,12,5
SALE100164,2025-04-23 11:17:03.030096,P002,Wireless Mouse,Accessories,CUST0025,Christopher Anderson,SP001,1,49.11,0.0,49.11,Cash,Next Day,North,2025-04-23,2025,4,23
SALE100165,2025-11-12 21:17:03.030096,P003,Gaming Chair,Furniture,CUST0040,James Stewart,SP002,1,321.88,0.0,321.88,Credit Card,Next Day,South,2025-11-12,2025,11,12
SALE100166,2025-03-11 20:17:03.030096,P007,Desk Lamp,Furniture,CUST0099,Brenda Allen,SP003,1,37.92,0.0,37.92,PayPal,Next Day,East,2025-03-11,2025,3,11
SALE100167,2025-11-12 14:17:03.030096,P002,Wireless Mouse,Accessories,CUST0064,Ashley Phillips,SP004,1,52.07,0.0,52.07,Bank Transfer,Standard,West,2025-11-12,2025,11,12
SALE100168,2025-03-02 23:17:03.030096,P007,Desk Lamp,Furniture,CUST0013,Michelle Ramirez,SP001,2,42.13,9.12,75.14,PayPal,Express,North,2025-03-02,2025,3,2
SALE100169,2025-12-04 23:17:03.030096,P001,Laptop Pro,Electronics,CUST0036,Jeffrey Watson,SP004,3,1337.87,0.0,4013.61,Bank Transfer,Express,West,2025-12-04,2025,12,4
SALE100170,2026-01-18 18:17:03.030096,P002,Wireless Mouse,Accessories,CUST0100,Amy Torres,SP004,3,40.92,0.0,122.76,Credit Card,Express,West,2026-01-18,2026,1,18
SALE100171,2025-06-22 07:17:03.030096,P006,Webcam HD,Electronics,CUST0008,Kimberly Jones,SP003,3,69.46,0.0,208.38,Cash,Express,East,2025-06-22,2025,6,22
SALE100172,2025-10-16 19:17:03.030096,P007,Desk Lamp,Furniture,CUST0040,James Stewart,SP002,2,42.63,0.0,85.26,Credit Card,Express,South,2025-10-16,2025,10,16
SALE100173,2025-03-14 01:17:03.030096,P005,Mechanical Keyboard,Accessories,CUST0097,Linda Hernandez,SP002,4,143.96,0.0,575.84,Bank Transfer,Next Day,South,2025-03-14,2025,3,14
SALE100174,2025-07-05 15:17:03.030096,P004,"Monitor 27""",Electronics,CUST0080,Edward Williams,SP002,1,431.19,0.0,431.19,Credit Card,Standard,South,2025-07-05,2025,7,5
SALE100175,2025-05-14 16:17:03.030096,P002,Wireless Mouse,Accessories,CUST0020,Matthew Price,SP003,4,48.85,0.0,195.4,Cash,Express,East,2025-05-14,2025,5,14
SALE100176,2025-05-23 13:17:03.030096,P001,Laptop Pro,Electronics,CUST0027,Jennifer King,SP002,4,1260.62,0.0,5042.48,Credit Card,Next Day,South,2025-05-23,2025,5,23
SALE100177,2026-02-02 22:17:03.030096,P001,Laptop Pro,Electronics,CUST0061,Barbara Sanchez,SP004,1,1177.2,103.84,1073.36,PayPal,Next Day,West,2026-02-02,2026,2,2
SALE100178,2025-12-01 01:17:03.030096,P006,Webcam HD,Electronics,CUST0047,Eric Flores,SP001,1,72.78,10.15,62.63,PayPal,Express,North,2025-12-01,2025,12,1
SALE100179,2025-08-22 11:17:03.030096,P001,Laptop Pro,Electronics,CUST0013,Michelle Ramirez,SP001,2,1151.43,492.42,1810.44,Cash,Next Day,North,2025-08-22,2025,8,22
SALE100180,2025-06-11 21:17:03.030096,P006,Webcam HD,Electronics,CUST0086,Carol Scott,SP001,1,91.61,0.0,91.61,PayPal,Express,North,2025-06-11,2025,6,11
SALE100181,2025-08-04 15:17:03.030096,P005,Mechanical Keyboard,Accessories,CUST0020,Matthew Price,SP003,1,143.78,0.0,143.78,Cash,Express,East,2025-08-04,2025,8,4
SALE100182,2025-12-01 12:17:03.030096,P003,Gaming Chair,Furniture,CUST0027,Jennifer King,SP002,1,322.39,0.0,322.39,Credit Card,Express,South,2025-12-01,2025,12,1
SALE100183,2025-02-07 18:17:03.030096,P005,Mechanical Keyboard,Accessories,CUST0064,Ashley Phillips,SP004,1,130.04,0.0,130.04,PayPal,Next Day,West,2025-02-07,2025,2,7
SALE100184,2025-07-26 11:17:03.030096,P002,Wireless Mouse,Accessories,CUST0044,Ashley Collins,SP002,2,39.66,14.19,65.13,Credit Card,Express,South,2025-07-26,2025,7,26
SALE100185,2025-04-27 19:17:03.030096,P003,Gaming Chair,Furniture,CUST0065,Carol Young,SP002,4,332.49,0.0,1329.96,PayPal,Standard,South,2025-04-27,2025,4,27
SALE100186,2025-08-21 08:17:03.030096,P001,Laptop Pro,Electronics,CUST0088,Sandra Roberts,SP002,2,1176.4,0.0,2352.8,PayPal,Standard,South,2025-08-21,2025,8,21
SALE100187,2025-03-14 10:17:03.030096,P006,Webcam HD,Electronics,CUST0047,Eric Flores,SP001,4,86.26,0.0,345.04,Bank Transfer,Next Day,North,2025-03-14,2025,3,14
SALE100188,2026-01-01 09:17:03.030096,P005,Mechanical Keyboard,Accessories,CUST0011,Cynthia Smith,SP004,1,125.35,0.0,125.35,PayPal,Express,West,2026-01-01,2026,1,1
SALE100189,2025-03-08 04:17:03.030096,P002,Wireless Mouse,Accessories,CUST0023,Kimberly Moore,SP003,1,43.61,0.0,43.61,Bank Transfer,Standard,East,2025-03-08,2025,3,8
SALE100190,2025-07-18 07:17:03.030096,P005,Mechanical Keyboard,Accessories,CUST0079,Stephen Reed,SP001,1,135.2,0.0,135.2,PayPal,Standard,North,2025-07-18,2025,7,18
SALE100191,2025-11-09 00:17:03.030096,P007,Desk Lamp,Furniture,CUST0095,Laura Roberts,SP002,2,38.24,0.0,76.48,PayPal,Standard,South,2025-11-09,2025,11,9
SALE100192,2025-06-12 00:17:03.030096,P002,Wireless Mouse,Accessories,CUST0012,Joseph Murphy,SP001,1,41.59,0.0,41.59,PayPal,Express,North,2025-06-12,2025,6,12
SALE100193,2025-02-14 02:17:03.030096,P008,USB-C Hub,Accessories,CUST0068,Kenneth Cox,SP001,3,37.17,0.0,111.51,Cash,Standard,North,2025-02-14,2025,2,14
SALE100194,2025-05-06 13:17:03.030096,P006,Webcam HD,Electronics,CUST0094,Andrew Sanders,SP002,1,69.63,7.42,62.21,PayPal,Express,South,2025-05-06,2025,5,6
SALE100195,2025-02-21 07:17:03.030096,P003,Gaming Chair,Furniture,CUST0046,Susan Morgan,SP001,3,321.73,0.0,965.19,Cash,Standard,North,2025-02-21,2025,2,21
SALE100196,2026-01-26 02:17:03.030096,P005,Mechanical Keyboard,Accessories,CUST0100,Amy Torres,SP004,3,125.06,0.0,375.18,Bank Transfer,Express,West,2026-01-26,2026,1,26
SALE100197,2025-11-12 02:17:03.030096,P005,Mechanical Keyboard,Accessories,CUST0022,Sharon Murphy,SP002,2,145.38,0.0,290.76,Bank Transfer,Next Day,South,2025-11-12,2025,11,12
SALE100198,2025-11-22 05:17:03.030096,P003,Gaming Chair,Furniture,CUST0054,Anna Taylor,SP001,1,256.6,58.75,197.85,Cash,Standard,North,2025-11-22,2025,11,22
SALE100199,2025-07-24 01:17:03.030096,P004,"Monitor 27""",Electronics,CUST0063,Paul Harris,SP003,3,411.24,0.0,1233.72,Bank Transfer,Standard,East,2025-07-24,2025,7,24
SALE100200,2026-01-01 00:17:03.030096,P006,Webcam HD,Electronics,CUST0018,Brenda Hernandez,SP001,1,79.66,0.0,79.66,Cash,Express,North,2026-01-01,2026,1,1
SALE100201,2025-07-08 13:17:03.030096,P002,Wireless Mouse,Accessories,CUST0086,Carol Scott,SP001,2,50.57,0.0,101.14,Credit Card,Standard,North,2025-07-08,2025,7,8
SALE100202,2025-10-20 07:17:03.030096,P003,Gaming Chair,Furniture,CUST0003,Matthew Bell,SP003,1,328.41,65.28,263.13,Credit Card,Express,East,2025-10-20,2025,10,20
SALE100203,2025-10-10 03:17:03.030096,P004,"Monitor 27""",Electronics,CUST0095,Laura Roberts,SP002,1,458.24,0.0,458.24,Credit Card,Standard,South,2025-10-10,2025,10,10
SALE100204,2025-03-16 05:17:03.030096,P005,Mechanical Keyboard,Accessories,CUST0018,Brenda Hernandez,SP001,5,137.93,0.0,689.65,Credit Card,Standard,North,2025-03-16,2025,3,16
SALE100205,2026-01-18 05:17:03.030096,P001,Laptop Pro,Electronics,CUST0027,Jennifer King,SP002,1,1235.4,0.0,1235.4,Cash,Express,South,2026-01-18,2026,1,18
SALE100206,2025-03-18 00:17:03.030096,P007,Desk Lamp,Furniture,CUST0051,Kenneth Morgan,SP004,4,40.71,29.69,133.15,PayPal,Express,West,2025-03-18,2025,3,18
SALE100207,2025-05-22 19:17:03.030096,P002,Wireless Mouse,Accessories,CUST0079,Stephen Reed,SP001,1,52.57,12.7,39.87,PayPal,Next Day,North,2025-05-22,2025,5,22
SALE100208,2025-03-14 19:17:03.030096,P006,Webcam HD,Electronics,CUST0064,Ashley Phillips,SP004,1,74.77,0.0,74.77,Credit Card,Standard,West,2025-03-14,2025,3,14
SALE100209,2025-11-06 15:17:03.030096,P005,Mechanical Keyboard,Accessories,CUST0015,Sandra Garcia,SP003,1,126.51,0.0,126.51,Credit Card,Next Day,East,2025-11-06,2025,11,6
SALE100210,2025-09-21 07:17:03.030096,P004,"Monitor 27""",Electronics,CUST0039,Brandon Sanchez,SP003,2,387.29,0.0,774.58,Bank Transfer,Standard,East,2025-09-21,2025,9,21
SALE100211,2025-05-26 05:17:03.030096,P001,Laptop Pro,Electronics,CUST0012,Joseph Murphy,SP001,4,1206.92,1109.9,3717.78,Bank Transfer,Next Day,North,2025-05-26,2025,5,26
SALE100212,2025-05-02 16:17:03.030096,P008,USB-C Hub,Accessories,CUST0008,Kimberly Jones,SP003,1,30.09,0.0,30.09,Bank Transfer,Express,East,2025-05-02,2025,5,2
SALE100213,2026-01-26 22:17:03.030096,P005,Mechanical Keyboard,Accessories,CUST0032,Donna Davis,SP001,1,142.17,0.0,142.17,PayPal,Next Day,North,2026-01-26,2026,1,26
SALE100214,2025-10-04 14:17:03.030096,P003,Gaming Chair,Furniture,CUST0034,Deborah Johnson,SP001,1,304.42,0.0,304.42,Cash,Standard,North,2025-10-04,2025,10,4
SALE100215,2025-10-28 17:17:03.030096,P008,USB-C Hub,Accessories,CUST0010,Nicholas Rodriguez,SP003,1,34.17,2.46,31.71,PayPal,Next Day,East,2025-10-28,2025,10,28
SALE100216,2025-03-04 07:17:03.030096,P005,Mechanical Keyboard,Accessories,CUST0086,Carol Scott,SP001,1,121.08,29.0,92.08,Cash,Next Day,North,2025-03-04,2025,3,4
SALE100217,2025-04-10 17:17:03.030096,P001,Laptop Pro,Electronics,CUST0086,Carol Scott,SP001,1,1074.76,0.0,1074.76,Bank Transfer,Standard,North,2025-04-10,2025,4,10
SALE100218,2025-04-17 23:17:03.030096,P001,Laptop Pro,Electronics,CUST0036,Jeffrey Watson,SP004,5,1247.99,641.89,5598.06,PayPal,Express,West,2025-04-17,2025,4,17
SALE100219,2025-07-06 02:17:03.030096,P006,Webcam HD,Electronics,CUST0073,Carol Stewart,SP002,2,75.35,0.0,150.7,PayPal,Next Day,South,2025-07-06,2025,7,6
SALE100220,2026-01-06 18:17:03.030096,P002,Wireless Mouse,Accessories,CUST0001,Sandra Carter,SP001,2,40.88,10.68,71.08,Cash,Standard,North,2026-01-06,2026,1,6
SALE100221,2025-08-10 17:17:03.030096,P004,"Monitor 27""",Electronics,CUST0055,Robert Stewart,SP001,1,409.46,0.0,409.46,Credit Card,Next Day,North,2025-08-10,2025,8,10
SALE100222,2025-11-29 06:17:03.030096,P007,Desk Lamp,Furniture,CUST0063,Paul Harris,SP003,3,43.39,0.0,130.17,PayPal,Standard,East,2025-11-29,2025,11,29
SALE100223,2025-10-13 19:17:03.030096,P005,Mechanical Keyboard,Accessories,CUST0004,David Ward,SP001,3,115.85,0.0,347.55,Bank Transfer,Next Day,North,2025-10-13,2025,10,13
SALE100224,2025-08-30 22:17:03.030096,P006,Webcam HD,Electronics,CUST0082,Barbara Collins,SP002,3,73.53,0.0,220.59,PayPal,Standard,South,2025-08-30,2025,8,30
SALE100225,2025-07-27 12:17:03.030096,P008,USB-C Hub,Accessories,CUST0070,Jennifer Johnson,SP002,2,32.29,0.0,64.58,Credit Card,Next Day,South,2025-07-27,2025,7,27
SALE100226,2025-10-06 21:17:03.030096,P005,Mechanical Keyboard,Accessories,CUST0051,Kenneth Morgan,SP004,3,115.82,22.9,324.56,Bank Transfer,Standard,West,2025-10-06,2025,10,6
SALE100227,2025-07-04 13:17:03.030096,P008,USB-C Hub,Accessories,CUST0091,Shirley Ramirez,SP003,1,31.83,5.56,26.27,Bank Transfer,Express,East,2025-07-04,2025,7,4
SALE100228,2025-07-14 16:17:03.030096,P007,Desk Lamp,Furniture,CUST0025,Christopher Anderson,SP001,3,35.13,0.0,105.39,Cash,Express,North,2025-07-14,2025,7,14
SALE100229,2025-07-23 11:17:03.030096,P001,Laptop Pro,Electronics,CUST0036,Jeffrey Watson,SP004,4,1211.73,1181.16,3665.76,Bank Transfer,Next Day,West,2025-07-23,2025,7,23
SALE100230,2025-07-13 08:17:03.030096,P008,USB-C Hub,Accessories,CUST0095,Laura Roberts,SP002,1,39.77,0.0,39.77,Credit Card,Express,South,2025-07-13,2025,7,13
SALE100231,2025-09-27 22:17:03.030096,P001,Laptop Pro,Electronics,CUST0026,Angela Sanchez,SP002,2,1122.39,0.0,2244.78,Bank Transfer,Express,South,2025-09-27,2025,9,27
SALE100232,2025-08-11 20:17:03.030096,P001,Laptop Pro,Electronics,CUST0040,James Stewart,SP002,5,1216.68,0.0,6083.4,Cash,Next Day,South,2025-08-11,2025,8,11
SALE100233,2025-05-03 22:17:03.030096,P006,Webcam HD,Electronics,CUST0029,Charles Turner,SP004,1,80.63,0.0,80.63,Credit Card,Next Day,West,2025-05-03,2025,5,3
SALE100234,2025-07-06 05:17:03.030096,P007,Desk Lamp,Furniture,CUST0041,Richard Flores,SP002,3,36.9,0.0,110.7,Credit Card,Express,South,2025-07-06,2025,7,6
SALE100235,2025-11-08 13:17:03.030096,P008,USB-C Hub,Accessories,CUST0013,Michelle Ramirez,SP001,1,32.77,1.72,31.05,Bank Transfer,Standard,North,2025-11-08,2025,11,8
SALE100236,2026-02-05 02:17:03.030096,P002,Wireless Mouse,Accessories,CUST0041,Richard Flores,SP002,1,46.98,0.0,46.98,Bank Transfer,Express,South,2026-02-05,2026,2,5
SALE100237,2025-12-08 07:17:03.030096,P002,Wireless Mouse,Accessories,CUST0029,Charles Turner,SP004,1,41.05,4.22,36.83,PayPal,Next Day,West,2025-12-08,2025,12,8
SALE100238,2025-06-18 00:17:03.030096,P003,Gaming Chair,Furniture,CUST0041,Richard Flores,SP002,2,315.92,0.0,631.84,Credit Card,Next Day,South,2025-06-18,2025,6,18
SALE100239,2025-10-04 19:17:03.030096,P006,Webcam HD,Electronics,CUST0012,Joseph Murphy,SP001,1,79.83,5.66,74.17,Credit Card,Next Day,North,2025-10-04,2025,10,4
SALE100240,2025-09-08 04:17:03.030096,P008,USB-C Hub,Accessories,CUST0054,Anna Taylor,SP001,4,34.28,0.0,137.12,PayPal,Express,North,2025-09-08,2025,9,8
SALE100241,2025-06-26 10:17:03.030096,P005,Mechanical Keyboard,Accessories,CUST0056,Gary Morgan,SP001,3,137.36,0.0,412.08,Cash,Express,North,2025-06-26,2025,6,26
SALE100242,2025-12-08 11:17:03.030096,P006,Webcam HD,Electronics,CUST0039,Brandon Sanchez,SP003,1,90.4,0.0,90.4,PayPal,Standard,East,2025-12-08,2025,12,8
SALE100243,2025-08-13 06:17:03.030096,P006,Webcam HD,Electronics,CUST0075,Jeffrey Wood,SP001,1,84.49,0.0,84.49,PayPal,Standard,North,2025-08-13,2025,8,13
SALE100244,2026-01-08 11:17:03.030096,P007,Desk Lamp,Furniture,CUST0015,Sandra Garcia,SP003,1,34.99,0.0,34.99,Cash,Next Day,East,2026-01-08,2026,1,8
SALE100245,2025-12-22 10:17:03.030096,P008,USB-C Hub,Accessories,CUST0086,Carol Scott,SP001,2,36.75,0.0,73.5,PayPal,Next Day,North,2025-12-22,2025,12,22
SALE100246,2025-07-20 10:17:03.030096,P003,Gaming Chair,Furniture,CUST0050,Sharon Ross,SP001,5,328.68,0.0,1643.4,Credit Card,Next Day,North,2025-07-20,2025,7,20
SALE100247,2025-06-11 11:17:03.030096,P008,USB-C Hub,Accessories,CUST0003,Matthew Bell,SP003,1,37.91,0.0,37.91,Bank Transfer,Standard,East,2025-06-11,2025,6,11
SALE100248,2025-05-23 05:17:03.030096,P005,Mechanical Keyboard,Accessories,CUST0050,Sharon Ross,SP001,3,120.46,18.61,342.77,Credit Card,Express,North,2025-05-23,2025,5,23
SALE100249,2025-05-10 23:17:03.030096,P005,Mechanical Keyboard,Accessories,CUST0005,Joseph Thompson,SP003,3,145.82,0.0,437.46,Credit Card,Standard,East,2025-05-10,2025,5,10
SALE100250,2025-09-01 23:17:03.030096,P008,USB-C Hub,Accessories,CUST0056,Gary Morgan,SP001,1,32.36,7.39,24.97,PayPal,Express,North,2025-09-01,2025,9,1
SALE100251,2025-11-27 06:17:03.030096,P004,"Monitor 27""",Electronics,CUST0081,Brandon Nguyen,SP002,1,364.46,0.0,364.46,PayPal,Next Day,South,2025-11-27,2025,11,27
SALE100252,2025-11-25 13:17:03.030096,P007,Desk Lamp,Furniture,CUST0059,Jason Lee,SP004,3,43.97,26.79,105.12,PayPal,Standard,West,2025-11-25,2025,11,25
SALE100253,2025-05-26 00:17:03.030096,P007,Desk Lamp,Furniture,CUST0015,Sandra Garcia,SP003,1,37.34,0.0,37.34,PayPal,Next Day,East,2025-05-26,2025,5,26
SALE100254,2025-05-28 02:17:03.030096,P001,Laptop Pro,Electronics,CUST0064,Ashley Phillips,SP004,1,1070.72,0.0,1070.72,Bank Transfer,Express,West,2025-05-28,2025,5,28
SALE100255,2025-04-06 14:17:03.030096,P008,USB-C Hub,Accessories,CUST0032,Donna Davis,SP001,1,32.73,0.0,32.73,PayPal,Next Day,North,2025-04-06,2025,4,6
SALE100256,2025-10-28 06:17:03.030096,P008,USB-C Hub,Accessories,CUST0050,Sharon Ross,SP001,1,35.04,0.0,35.04,Bank Transfer,Next Day,North,2025-10-28,2025,10,28
SALE100257,2025-03-21 13:17:03.030096,P004,"Monitor 27""",Electronics,CUST0022,Sharon Murphy,SP002,1,443.78,0.0,443.78,PayPal,Next Day,South,2025-03-21,2025,3,21
SALE100258,2025-02-19 11:17:03.030096,P004,"Monitor 27""",Electronics,CUST0048,Rebecca Sanders,SP001,1,359.1,40.85,318.25,Credit Card,Standard,North,2025-02-19,2025,2,19
SALE100259,2025-07-23 23:17:03.030096,P001,Laptop Pro,Electronics,CUST0025,Christopher Anderson,SP001,2,1282.81,0.0,2565.62,PayPal,Express,North,2025-07-23,2025,7,23
SALE100260,2025-05-28 05:17:03.030096,P005,Mechanical Keyboard,Accessories,CUST0076,Brandon Morgan,SP004,3,142.48,0.0,427.44,PayPal,Standard,West,2025-05-28,2025,5,28
SALE100261,2025-12-21 09:17:03.030096,P001,Laptop Pro,Electronics,CUST0042,Stephen Allen,SP001,1,1299.86,0.0,1299.86,Credit Card,Standard,North,2025-12-21,2025,12,21
SALE100262,2025-10-01 21:17:03.030096,P004,"Monitor 27""",Electronics,CUST0023,Kimberly Moore,SP003,1,446.86,0.0,446.86,Bank Transfer,Next Day,East,2025-10-01,2025,10,1
SALE100263,2025-12-27 19:17:03.030096,P007,Desk Lamp,Furniture,CUST0049,Ruth Sanders,SP001,2,37.44,0.0,74.88,Credit Card,Standard,North,2025-12-27,2025,12,27
SALE100264,2026-02-03 19:17:03.030096,P002,Wireless Mouse,Accessories,CUST0013,Michelle Ramirez,SP001,1,43.63,0.0,43.63,Credit Card,Express,North,2026-02-03,2026,2,3
SALE100265,2025-08-28 06:17:03.030096,P008,USB-C Hub,Accessories,CUST0092,Paul Taylor,SP001,2,37.4,0.0,74.8,PayPal,Express,North,2025-08-28,2025,8,28
SALE100266,2025-10-27 05:17:03.030096,P002,Wireless Mouse,Accessories,CUST0096,Helen Kelly,SP003,1,42.31,0.0,42.31,Bank Transfer,Express,East,2025-10-27,2025,10,27
SALE100267,2025-04-14 03:17:03.030096,P004,"Monitor 27""",Electronics,CUST0004,David Ward,SP001,1,428.97,50.56,378.41,Bank Transfer,Express,North,2025-04-14,2025,4,14
SALE100268,2025-08-11 08:17:03.030096,P005,Mechanical Keyboard,Accessories,CUST0046,Susan Morgan,SP001,3,119.25,0.0,357.75,Credit Card,Express,North,2025-08-11,2025,8,11
SALE100269,2025-11-19 18:17:03.030096,P001,Laptop Pro,Electronics,CUST0080,Edward Williams,SP002,1,1212.65,0.0,1212.65,PayPal,Next Day,South,2025-11-19,2025,11,19
SALE100270,2025-09-22 23:17:03.030096,P005,Mechanical Keyboard,Accessories,CUST0054,Anna Taylor,SP001,2,118.41,0.0,236.82,PayPal,Standard,North,2025-09-22,2025,9,22
SALE100271,2025-11-09 14:17:03.030096,P004,"Monitor 27""",Electronics,CUST0084,Mark Wilson,SP001,2,380.86,0.0,761.72,Cash,Standard,North,2025-11-09,2025,11,9
SALE100272,2025-05-15 10:17:03.030096,P002,Wireless Mouse,Accessories,CUST0099,Brenda Allen,SP003,4,44.17,0.0,176.68,Credit Card,Next Day,East,2025-05-15,2025,5,15
SALE100273,2026-01-06 19:17:03.030096,P004,"Monitor 27""",Electronics,CUST0060,Karen Harris,SP004,1,391.8,0.0,391.8,PayPal,Standard,West,2026-01-06,2026,1,6
SALE100274,2025-05-02 16:17:03.030096,P003,Gaming Chair,Furniture,CUST0064,Ashley Phillips,SP004,2,344.25,0.0,688.5,Bank Transfer,Next Day,West,2025-05-02,2025,5,2
SALE100275,2025-08-21 03:17:03.030096,P008,USB-C Hub,Accessories,CUST0020,Matthew Price,SP003,2,30.72,0.0,61.44,Bank Transfer,Express,East,2025-08-21,2025,8,21
SALE100276,2025-12-04 08:17:03.030096,P006,Webcam HD,Electronics,CUST0053,Eric Jones,SP001,1,77.74,0.0,77.74,Bank Transfer,Standard,North,2025-12-04,2025,12,4
SALE100277,2025-08-29 21:17:03.030096,P001,Laptop Pro,Electronics,CUST0099,Brenda Allen,SP003,3,1358.93,0.0,4076.79,Bank Transfer,Next Day,East,2025-08-29,2025,8,29
SALE100278,2025-03-10 06:17:03.030096,P005,Mechanical Keyboard,Accessories,CUST0062,Michael Garcia,SP001,2,125.03,48.37,201.69,Cash,Express,North,2025-03-10,2025,3,10
SALE100279,2025-08-03 07:17:03.030096,P003,Gaming Chair,Furniture,CUST0033,Kevin Ramirez,SP002,1,312.42,0.0,312.42,PayPal,Standard,South,2025-08-03,2025,8,3
SALE100280,2026-01-25 14:17:03.030096,P008,USB-C Hub,Accessories,CUST0022,Sharon Murphy,SP002,2,33.56,0.0,67.12,Credit Card,Express,South,2026-01-25,2026,1,25
SALE100281,2025-05-20 18:17:03.030096,P007,Desk Lamp,Furniture,CUST0054,Anna Taylor,SP001,2,37.34,0.0,74.68,Credit Card,Standard,North,2025-05-20,2025,5,20
SALE100282,2025-11-11 19:17:03.030096,P002,Wireless Mouse,Accessories,CUST0013,Michelle Ramirez,SP001,3,40.8,0.0,122.4,Credit Card,Express,North,2025-11-11,2025,11,11
SALE100283,2025-09-09 20:17:03.030096,P002,Wireless Mouse,Accessories,CUST0009,Timothy Ramirez,SP001,3,52.72,0.0,158.16,Credit Card,Standard,North,2025-09-09,2025,9,9
SALE100284,2025-03-28 20:17:03.030096,P006,Webcam HD,Electronics,CUST0016,Emily Carter,SP001,1,81.06,0.0,81.06,Cash,Next Day,North,2025-03-28,2025,3,28
SALE100285,2026-01-06 03:17:03.030096,P004,"Monitor 27""",Electronics,CUST0046,Susan Morgan,SP001,3,393.71,154.99,1026.14,Bank Transfer,Standard,North,2026-01-06,2026,1,6
